Id,Sales
1,4214.41
2,7612.219
3,8952.315
4,7573.4956
5,7517.462
6,5774.322
7,7501.318
8,7904.2314
9,5232.841
10,5750.3843
11,6839.4634
12,8173.2437
13,7338.326
14,8957.056
15,5913.947
16,4790.8774
17,5726.7007
18,9675.197
19,10601.016
20,10010.622
21,8064.846
22,4587.4297
23,5664.0215
24,4274.5664
25,7754.1333
26,11418.135
27,9240.365
28,5846.843
29,5142.9785
30,4581.0107
31,6107.7217
32,10405.24
33,6617.4883
34,5366.6035
35,5478.6694
36,7649.047
37,3536.5984
38,7581.0337
39,4430.9404
40,7174.3574
41,7217.605
42,5382.4956
43,7968.0493
44,6917.311
45,4939.3394
46,6906.5454
47,7316.9673
48,12118.005
49,5943.1763
50,8298.256
51,6541.76
52,8919.604
53,6517.527
54,9666.9795
55,4743.4277
56,4985.505
57,6113.515
58,5828.8955
59,9263.335
60,8020.072
61,5515.293
62,7742.0723
63,6642.7837
64,10448.261
65,3921.1763
66,12962.399
67,4905.2847
68,6019.2637
69,8317.551
70,4781.5684
71,6586.72
72,6384.8237
73,7733.858
74,5791.023
75,6066.626
76,7885.6323
77,7611.7915
78,7028.733
79,5098.754
80,7262.4497
81,11785.573
82,6398.535
83,4233.049
84,6919.4956
85,5880.158
86,5921.7866
87,7544.5205
88,3879.1025
89,8059.871
90,5929.3213
91,7304.9805
92,6754.33
93,4160.725
94,6076.187
95,5280.782
96,8219.672
97,9003.521
98,5125.241
99,4974.864
100,7295.552
101,5925.9062
102,6521.5
103,7981.406
104,6601.854
105,7564.4146
106,5762.953
107,4393.16
108,6904.649
109,8306.49
110,7913.2227
111,8545.419
112,8020.546
113,5687.0835
114,8817.711
115,5673.3545
116,7301.567
117,9417.989
118,6557.503
119,10109.564
120,7910.5513
121,7662.5107
122,6039.462
123,7147.8286
124,7904.8345
125,6420.4336
126,3756.9106
127,5357.3667
128,7835.325
129,5694.3193
130,4342.783
131,8658.77
132,6378.335
133,5767.9526
134,5951.1064
135,5396.6694
136,7365.8354
137,7206.474
138,6852.595
139,5798.7114
140,5681.4497
141,6445.726
142,3770.827
143,5994.667
144,5273.7046
145,8657.202
146,7328.897
147,5994.3066
148,12210.191
149,5030.244
150,5251.312
151,10594.699
152,6648.381
153,8615.751
154,7417.0464
155,5809.7344
156,6360.771
157,5399.4443
158,8541.418
159,11285.422
160,6086.373
161,3400.7185
162,4495.551
163,8749.05
164,8828.313
165,6327.815
166,6952.6733
167,5009.229
168,5639.558
169,3238.375
170,5005.766
171,6103.6567
172,7432.024
173,6908.8584
174,7441.373
175,8149.9526
176,9549.516
177,7685.597
178,5186.944
179,9514.849
180,10776.985
181,6031.258
182,7742.9883
183,5642.905
184,6623.4683
185,4256.7524
186,7189.5854
187,5387.2983
188,9023.612
189,7216.2964
190,8674.086
191,7737.9165
192,5627.161
193,9006.38
194,18741.246
195,10603.454
196,5626.775
197,3048.5847
198,6035.1826
199,8370.705
200,5665.1724
201,12841.085
202,18107.389
203,4132.467
204,5212.546
205,9198.948
206,4881.5454
207,9189.345
208,6831.3857
209,7618.1753
210,4850.48
211,6663.8145
212,6240.8
213,7295.956
214,9839.58
215,6495.761
216,5986.844
217,7096.7363
218,5082.269
219,5012.68
220,7752.026
221,6122.502
222,5888.0103
223,7143.685
224,6282.273
225,5727.7935
226,7405.0938
227,7140.619
228,8707.192
229,6665.289
230,7589.0283
231,5691.745
232,3904.9424
233,6330.369
234,7144.6113
235,6282.2666
236,4401.558
237,8604.402
238,7326.9395
239,9279.641
240,6942.0645
241,5806.432
242,5396.0356
243,4391.983
244,10290.333
245,4961.06
246,7513.97
247,15036.747
248,7528.548
249,7985.525
250,5529.985
251,4522.3413
252,7312.69
253,3867.7812
254,5660.97
255,10603.535
256,5437.478
257,16451.96
258,13951.107
259,5019.384
260,6839.9854
261,5926.63
262,6772.102
263,5621.588
264,11434.679
265,8202.169
266,9692.044
267,4467.2393
268,7318.6074
269,5270.0186
270,8686.704
271,7006.664
272,6093.8257
273,6408.539
274,6351.1675
275,8225.303
276,9816.999
277,5931.6914
278,10136.955
279,6527.0757
280,9532.589
281,5719.9697
282,5338.401
283,5428.8706
284,10626.77
285,6230.7896
286,7960.081
287,6619.565
288,8976.221
289,4646.0435
290,8434.563
291,6936.0615
292,4152.775
293,13544.964
294,17815.547
295,7001.8667
296,6959.248
297,9451.915
298,10591.658
299,11365.29
300,5790.6196
301,7693.907
302,5623.2715
303,8502.9375
304,4021.5808
305,6055.0293
306,5449.753
307,5834.1455
308,7568.0015
309,5311.294
310,4809.486
311,7159.4424
312,4009.1206
313,4717.23
314,6287.794
315,6499.579
316,9584.362
317,8654.287
318,7338.2
319,6497.1367
320,6129.344
321,11719.898
322,7403.271
323,5454.1943
324,4865.9204
325,7735.7026
326,4412.2227
327,7144.121
328,3530.0757
329,5072.786
330,7944.539
331,6332.815
332,5574.481
333,8877.947
334,10092.099
335,12196.305
336,5813.055
337,9627.101
338,2954.7031
339,5253.251
340,6499.2075
341,4409.98
342,8074.36
343,5173.7446
344,4893.672
345,8778.748
346,11312.428
347,9526.872
348,5409.909
349,4931.1577
350,8033.6763
351,7463.2515
352,6150.656
353,5416.7095
354,6988.4297
355,10107.655
356,4365.4937
357,6291.513
358,7871.9478
359,8216.953
360,13011.437
361,5044.26
362,13650.621
363,6852.1245
364,5079.6714
365,3640.191
366,6101.608
367,6441.092
368,5906.4375
369,7175.952
370,5064.441
371,4750.794
372,7303.837
373,3348.4368
374,7622.675
375,6953.1904
376,7639.0215
377,8932.024
378,5555.24
379,8960.027
380,6227.6646
381,5470.419
382,5786.9756
383,4962.177
384,10665.334
385,6432.3857
386,5096.9595
387,7371.17
388,8793.606
389,7202.1455
390,6146.5625
391,8439.656
392,5499.859
393,6019.643
394,6189.693
395,9024.551
396,6674.559
397,6210.752
398,5814.375
399,5012.4937
400,3669.5437
401,5524.734
402,8619.869
403,8609.564
404,10498.307
405,11314.294
406,8094.2915
407,5781.4194
408,5127.2896
409,10707.868
410,10767.82
411,7824.3843
412,8596.035
413,8151.701
414,5981.2676
415,3901.1372
416,10354.267
417,6952.912
418,6488.968
419,6244.2715
420,3089.7893
421,11686.947
422,6123.547
423,5570.3945
424,4953.3623
425,5885.6235
426,6476.786
427,8310.096
428,6614.422
429,5236.8013
430,5111.0635
431,4046.6633
432,3124.3735
433,6972.889
434,17214.902
435,4689.088
436,5697.4053
437,6668.781
438,5523.0273
439,5316.53
440,5102.495
441,3953.103
442,7533.4683
443,7096.466
444,4122.168
445,8916.125
446,5735.7866
447,4678.361
448,8617.0
449,7834.9067
450,9341.615
451,5565.7734
452,6945.654
453,5023.4404
454,5098.5693
455,14532.182
456,10420.227
457,6510.7163
458,5802.2246
459,5035.5684
460,5922.4707
461,5243.1987
462,10966.924
463,5085.2705
464,5620.9116
465,7211.095
466,4678.2896
467,6752.3203
468,7645.6914
469,7391.7773
470,7443.545
471,4218.525
472,5452.6855
473,6824.4824
474,9057.258
475,8716.234
476,6966.534
477,4621.358
478,7777.101
479,6171.524
480,4633.4927
481,7351.103
482,7239.136
483,6788.794
484,6150.2925
485,6215.2383
486,6748.5664
487,5675.389
488,6940.469
489,6633.7427
490,6373.209
491,9552.3125
492,6058.1313
493,4646.602
494,11855.472
495,6365.7603
496,3505.462
497,7849.343
498,9604.338
499,10597.842
500,5055.189
501,5912.1416
502,6039.1963
503,7288.688
504,5865.8794
505,8598.012
506,3348.8232
507,5847.7183
508,6294.4663
509,5616.49
510,5253.411
511,6926.635
512,8454.216
513,5850.9536
514,8371.607
515,7151.163
516,8848.959
517,4842.722
518,6571.685
519,6677.9526
520,8094.469
521,7898.4653
522,5350.8247
523,8833.924
524,7134.9756
525,7668.156
526,4110.7964
527,3914.0085
528,8248.329
529,6228.33
530,8833.957
531,7039.534
532,5881.673
533,8349.615
534,7055.23
535,7136.6426
536,8104.6743
537,6269.8687
538,8983.518
539,10947.444
540,7372.3096
541,5025.52
542,5779.8594
543,4300.902
544,3260.816
545,8306.04
546,5464.651
547,8541.522
548,4887.327
549,6505.2173
550,6075.6426
551,9262.928
552,5312.2563
553,5153.404
554,5730.143
555,7675.583
556,5334.2324
557,7172.2363
558,7663.396
559,9071.678
560,7728.3936
561,6945.4087
562,5945.5913
563,4760.9287
564,5125.642
565,10649.649
566,9440.185
567,6555.927
568,14734.8
569,6048.899
570,5291.976
571,6214.047
572,8801.8125
573,10410.224
574,6939.7607
575,8390.705
576,7992.9233
577,8533.364
578,6930.4805
579,5855.403
580,4851.618
581,4909.896
582,4162.587
583,5265.8784
584,8803.845
585,16353.356
586,6845.0957
587,5244.2637
588,7256.9995
589,4653.0205
590,6291.8975
591,4397.6343
592,9340.155
593,6548.839
594,6120.19
595,13038.457
596,11747.104
597,5714.0254
598,7002.522
599,3974.4473
600,5448.963
601,5360.3164
602,8781.152
603,4833.133
604,4655.5015
605,5937.0347
606,5585.8345
607,7069.5977
608,7341.903
609,3508.5532
610,7193.8315
611,8269.621
612,7740.1675
613,4988.4736
614,4506.52
615,8096.453
616,4522.4917
617,9616.456
618,4640.184
619,5056.8145
620,6907.903
621,5883.811
622,4941.262
623,6035.5806
624,7120.8203
625,9217.655
626,9710.624
627,5822.0386
628,3932.9385
629,5907.779
630,6466.9165
631,4911.8213
632,6732.9756
633,6065.8335
634,11202.344
635,7095.424
636,6457.7993
637,7879.046
638,4639.6797
639,9014.134
640,5939.215
641,13623.735
642,6259.752
643,5395.866
644,5687.588
645,4201.045
646,7158.9775
647,18599.719
648,4243.062
649,4822.2646
650,9903.245
651,6194.37
652,7289.8833
653,7940.464
654,6252.341
655,5233.785
656,4716.5864
657,9444.345
658,5975.565
659,7217.192
660,7415.398
661,4613.452
662,7343.4507
663,5929.2026
664,3886.054
665,8396.886
666,8514.576
667,4527.1104
668,7752.4395
669,7121.2344
670,4852.553
671,9478.4375
672,6421.5723
673,8058.1567
674,4675.7783
675,5012.5366
676,6147.993
677,4152.672
678,7632.3135
679,4155.172
680,6000.1245
681,4720.831
682,5919.5957
683,6145.296
684,6938.8076
685,7076.007
686,8194.702
687,5932.0874
688,6920.6978
689,6332.4644
690,8330.674
691,9532.435
692,6597.931
693,3585.4565
694,5934.181
695,7131.0156
696,4307.5537
697,11785.989
698,5537.2637
699,6471.2104
700,10328.603
701,6921.8057
702,4521.5566
703,10996.773
704,9842.716
705,5155.912
706,8655.88
707,10155.449
708,5941.4644
709,5143.763
710,6646.726
711,5651.474
712,5990.837
713,7129.662
714,5058.841
715,5998.659
716,7398.1675
717,6548.9575
718,8046.1216
719,5832.0537
720,6373.6523
721,4447.8076
722,7861.2856
723,6814.1216
724,6088.8286
725,6279.2104
726,7267.466
727,9265.005
728,5722.1143
729,5322.248
730,6570.569
731,7132.981
732,6393.471
733,4353.583
734,4238.94
735,7486.136
736,7530.8457
737,5579.482
738,8269.212
739,6006.6294
740,6345.5063
741,5567.1914
742,3485.8806
743,6878.6714
744,6234.072
745,6619.1426
746,9454.602
747,8032.274
748,4895.7915
749,8878.649
750,4072.1584
751,3265.2483
752,7759.0674
753,11816.671
754,8144.085
755,6967.8496
756,4735.087
757,6450.831
758,8794.345
759,6176.0225
760,8554.4375
761,4954.888
762,4623.9463
763,5382.1724
764,5635.019
765,5527.2744
766,5280.9937
767,5006.678
768,4316.1084
769,6824.9766
770,6824.066
771,5649.9546
772,6110.4946
773,6844.005
774,5751.268
775,5802.048
776,8812.044
777,7264.285
778,5821.672
779,3818.6194
780,11734.382
781,6690.1997
782,5715.2793
783,8834.605
784,7760.896
785,7419.134
786,5800.222
787,7212.6704
788,9088.791
789,13222.316
790,5105.9272
791,4838.567
792,5417.211
793,6581.207
794,5710.5825
795,7327.5615
796,8938.858
797,5842.973
798,4343.1807
799,6073.933
800,8560.273
801,4829.843
802,7425.4556
803,3982.1965
804,7211.632
805,7937.3354
806,7301.4766
807,8952.238
808,6189.173
809,4520.6465
810,6525.5874
811,7335.722
812,8653.644
813,7409.89
814,8280.388
815,6525.544
816,4470.6235
817,9596.08
818,4544.3604
819,9946.627
820,6373.847
821,4366.035
822,6841.2573
823,6251.018
824,7440.6987
825,8502.897
826,4280.5522
827,4669.458
828,7900.177
829,8411.73
830,9728.023
831,5130.538
832,6029.792
833,6262.571
834,6540.212
835,5754.0938
836,9769.278
837,8459.765
838,11004.443
839,4227.3228
840,5827.3833
841,9866.918
842,8159.6978
843,5322.614
